Laser Power (dBm),Q (dB),Length of Segment 1 (km),Span (km),Compensation (%), fiberAeff_1, fiberAeff_2, fiberAlphadB_1, fiberAlphadB_2
3,4.5680000000000005,130.0,150,100,250,112,0.16,0.158
4,4.8919,130.0,150,100,250,112,0.16,0.158
5,4.7598,130.0,150,100,250,112,0.16,0.158
6,4.1215,130.0,150,100,250,112,0.16,0.158
7,2.9517,130.0,150,100,250,112,0.16,0.158
8,1.5831,130.0,150,100,250,112,0.16,0.158
9,-0.20375,130.0,150,100,250,112,0.16,0.158
10,-2.6813,130.0,150,100,250,112,0.16,0.158
-1,1.8706,140.0,150,100,250,112,0.16,0.158
0,2.6505,140.0,150,100,250,112,0.16,0.158
1,3.3438,140.0,150,100,250,112,0.16,0.158
2,4.0467,140.0,150,100,250,112,0.16,0.158
3,4.602,140.0,150,100,250,112,0.16,0.158
4,4.8407,140.0,150,100,250,112,0.16,0.158
5,4.7426,140.0,150,100,250,112,0.16,0.158
6,4.1828,140.0,150,100,250,112,0.16,0.158
7,3.2975,140.0,150,100,250,112,0.16,0.158
8,1.6869999999999998,140.0,150,100,250,112,0.16,0.158
9,-0.4716,140.0,150,100,250,112,0.16,0.158
10,-2.1948,140.0,150,100,250,112,0.16,0.158
-1,1.8134,150.0,150,100,250,112,0.16,0.158
0,2.5986,150.0,150,100,250,112,0.16,0.158
1,3.4246,150.0,150,100,250,112,0.16,0.158
2,4.0368,150.0,150,100,250,112,0.16,0.158
3,4.5077,150.0,150,100,250,112,0.16,0.158
4,4.8474,150.0,150,100,250,112,0.16,0.158
5,4.7127,150.0,150,100,250,112,0.16,0.158
6,3.9053,150.0,150,100,250,112,0.16,0.158
7,3.1833,150.0,150,100,250,112,0.16,0.158
8,1.4039,150.0,150,100,250,112,0.16,0.158
9,-0.2708,150.0,150,100,250,112,0.16,0.158
10,-2.6376,150.0,150,100,250,112,0.16,0.158
